ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
43467,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'red', 'blue', 'red', 'white', 'white', 'white', 'red', 'green', 'green', 'blue', 'white', 'white', 'red', 'green', 'red', 'blue', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'green', 'red', 'red', 'red', 'blue', 'blue']","move blue A",7,"move",8,"[(99, 59), (62, 61), (61, 41), (79, 23), (101, 57), (87, 76), (107, 5), (106, 58)]",0
43467,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'red', 'blue', 'red', 'white', 'white', 'white', 'red', 'green', 'green', 'blue', 'white', 'white', 'red', 'green', 'red', 'blue', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'green', 'red', 'red', 'red', 'blue', 'blue']","uncover red all",7,"uncover",9,"[(62, 81), (79, 83), (72, 73), (85, 79), (60, 61), (75, 76), (87, 88), (86, 58), (80, 43)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","move red B1",15,"move",19,"[(81, 82), 'pass', (99, 80), 'pass', (84, 62), (102, 44), (76, 77), (94, 26), (79, 99), (97, 8), (68, 85), (69, 71), (86, 97), (87, 79), (74, 72), (92, 61), (55, 54), (73, 36), (91, 43)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","uncover green all",3,"uncover",5,"[(75, 58), 'pass', (68, 66), 'pass', (86, 48)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","move blue B",11,"move",15,"[(74, 80), (89, 106), (107, 62), (69, 107), (87, 88), (55, 74), (74, 63), (101, 44), (68, 101), 'pass', (105, 82), 'pass', (76, 61), (75, 43), (73, 45)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","fill nocolor C1",12,"fill",13,"[(69, 85), (75, 56), (89, 67), (79, 49), (107, 50), (87, 66), (81, 48), (105, 32), (101, 31), (100, 30), (99, 14), (98, 13), (97, 12)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","uncover red all",9,"uncover",11,"[(68, 85), 'pass', (69, 106), (81, 88), (79, 78), (76, 77), (74, 72), (55, 54), (85, 70), (73, 36), (84, 85)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","fill nocolor A1",12,"fill",12,"[(75, 72), (76, 54), (93, 56), (94, 36), (96, 37), (95, 38), (79, 18), (97, 19), (98, 20), (81, 0), (99, 1), (101, 2)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","clear nocolor B",8,"clear",9,"[(79, 77), (74, 57), (97, 85), (96, 59), (98, 106), (81, 71), (99, 67), (100, 66), (101, 49)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","clear nocolor A",11,"clear",11,"[(76, 78), (95, 60), (75, 61), (94, 80), (74, 62), (93, 44), (55, 43), (73, 42), (92, 26), (91, 25), (90, 24)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","cover green all",8,"cover",11,"[(55, 72), (81, 77), (68, 82), (69, 106), (84, 85), (79, 78), (76, 60), (74, 54), (102, 88), (73, 36), (87, 71)]",0
13861,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'white', 'green', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'red', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'green', 'green', 'red', 'red', 'red', 'green', 'blue', 'red', 'green', 'green', 'blue', 'white', 'blue']","cover blue all",7,"cover",8,"[(90, 56), 'pass', (95, 57), (96, 58), (98, 63), (69, 50), (100, 83), (79, 37)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","uncover green all",7,"uncover",11,"[(75, 78), 'pass', (79, 51), 'pass', (80, 60), (65, 42), (83, 24), (85, 33), (88, 15), (90, 6), (89, 102)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","cover red all",5,"cover",6,"[(79, 72), 'pass', (80, 51), (76, 57), (96, 82), (94, 70)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","clear nocolor C",11,"clear",15,"[(85, 78), 'pass', (86, 92), (65, 74), (103, 82), (104, 71), (71, 72), (69, 57), (87, 73), 'pass', (89, 58), (88, 56), (107, 55), (106, 54), (105, 59)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","clear nocolor C2",7,"clear",8,"[(69, 92), 'pass', (89, 82), (88, 73), (107, 74), (106, 72), (87, 78), (105, 54)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","cover green all",4,"cover",5,"[(69, 71), 'pass', (90, 73), (100, 63), (76, 59)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","uncover blue all",4,"uncover",7,"[(77, 92), 'pass', (69, 102), (65, 82), (87, 70), (83, 52), (76, 74)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","move red C",7,"move",10,"[(75, 68), (93, 58), (90, 70), (91, 61), (100, 51), (68, 71), (65, 78), (83, 53), (81, 60), (99, 52)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","fill nocolor A1",16,"fill",17,"[(75, 92), 'pass', (76, 72), (77, 74), (79, 73), (80, 56), (93, 55), (97, 54), (94, 38), (95, 37), (96, 36), (65, 18), (81, 19), (98, 20), (83, 0), (99, 1), (100, 2)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","fill nocolor B2",12,"fill",13,"[(75, 82), 'pass', (79, 64), (76, 63), (77, 45), (95, 46), (96, 47), (80, 27), (98, 28), (97, 29), (94, 11), (93, 10), (85, 9)]",0
36961,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'green', 'white', 'blue', 'blue', 'green', 'white', 'red', 'white', 'blue', 'blue', 'red', 'red', 'green', 'red', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'green', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green']","move green B2",12,"move",15,"[(91, 82), (90, 64), (64, 91), (75, 92), (77, 63), 'pass', (93, 64), (89, 45), (107, 46), (88, 107), (106, 47), (79, 90), (97, 27), (80, 97), (98, 28)]",0
29499,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'red', 'red', 'white', 'white', 'green', 'red', 'blue', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'red', 'green', 'green', 'white', 'green', 'blue', 'green', 'blue', 'red']","move green C1",15,"move",24,"[(63, 102), (101, 84), (85, 63), (86, 85), (80, 66), (104, 48), (48, 93), (98, 48), (92, 104), (87, 86), (86, 89), (105, 71), (71, 86), (85, 70), (96, 85), (72, 92), (90, 68), (59, 96), (77, 97), (95, 67), (64, 79), (82, 71), (48, 98), (100, 48)]",0
29499,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'red', 'red', 'white', 'white', 'green', 'red', 'blue', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'red', 'green', 'green', 'white', 'green', 'blue', 'green', 'blue', 'red']","move green B2",12,"move",17,"[(80, 83), (63, 65), (64, 97), (82, 80), (81, 93), (99, 75), (92, 99), (85, 68), (103, 82), (87, 70), (105, 81), (72, 92), (90, 63), (59, 90), (77, 72), (95, 64), (96, 45)]",0
29499,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'red', 'red', 'white', 'white', 'green', 'red', 'blue', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'red', 'green', 'green', 'white', 'green', 'blue', 'green', 'blue', 'red']","clear nocolor C1",4,"clear",4,"[(85, 83), (86, 65), (103, 41), (104, 47)]",0
29499,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'red', 'red', 'white', 'white', 'green', 'red', 'blue', 'white', 'white', 'blue', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'green', 'white', 'blue', 'green', 'green', 'white', 'blue', 'red', 'green', 'green', 'white', 'green', 'blue', 'green', 'blue', 'red']","fill nocolor B2",11,"fill",11,"[(58, 83), (76, 65), (59, 47), (77, 46), (73, 45), (91, 27), (92, 28), (72, 29), (90, 9), (94, 10), (95, 11)]",0
